dog_feelings,2019-11-08 02:03:04,"i would like more frens. so i have made a list of my best qualities. for your consideration

6. am fluffy
1. can jump (and sit)
C. sometimes i sneeze

i look forward. to hearing from you"
dog_feelings,2019-11-07 17:09:38,@dog_rates i helped https://t.co/TECzv8QrAl
dog_feelings,2019-11-07 17:01:09,"We’ve spent the last six months perfecting everything about your favorite merch. Now the only thing softer is maybe your dog.

Launching Now: https://t.co/f9eyy1GVjt https://t.co/7Aua9TlDbQ"
dog_feelings,2019-11-04 18:50:28,the human keeps a picture of me. on the front of their little computer. so they can show everyone they meet. wherever they go. just how beautiful i am
dog_feelings,2019-10-31 23:50:51,the tiny monsters are on their way. and my job. is to hold this bucket of snacks for them. i was told they can only take one. but that’s not my rule to enforce
dog_feelings,2019-10-31 16:51:11,the human asked what i wanted to be for halloween. and after some thought. i have decided. i would like to be cherished
dog_feelings,2019-10-30 00:51:22,could you please do that thing. where you hold me
dog_feelings,2019-10-27 22:04:06,occasionally during our walks. someone will pass us. and completely ignore my human. but whisper hello to me. i really enjoy this
dog_feelings,2019-10-23 18:12:46,my stuffed fren sebastian and i. were hanging outside. when a leaf fell from above. and came to rest on his noggin. he has been chosen. sebastian is king of spooky season. long may he reign
dog_feelings,2019-10-21 12:01:34,gooooob morning. i am already very tired. so i really think. we should all try again tomorrow
dog_feelings,2019-10-16 23:46:01,would you mind. taking a moment to consider. that i love you
dog_feelings,2019-10-13 17:10:19,we are headed to a pumpkin patch. and although i’ve been told. i can only bring one home. i am going to say hi. to every pumpkin there
dog_feelings,2019-10-10 00:00:15,today. is my stuffed fren sebastian’s second birthday. and to celebrate. we would like to see. all of your favorite stuffed frens
dog_feelings,2019-10-09 18:53:13,the human came home for a bit. claiming they forgot their lunch. but i think we all know. they just missed me
dog_feelings,2019-10-04 16:58:21,if you leave the room i’m in. i will always follow you to the next one. whatever this adventure is. you don’t have to do it alone
dog_feelings,2019-10-02 12:10:45,gooooob morning. i think. with the right amount of peanut butter. today could go well
dog_feelings,2019-09-29 19:36:33,the human invited some frens over. and one of them is sitting on the floor. gently rubbing my ears. they refer to me as the squishy wonder. and if my human doesn’t step it up. i’m going home with them
dog_feelings,2019-09-25 12:03:00,gooooob morning. i would like a lot of support today. just in general
dog_feelings,2019-09-22 19:47:57,i found a pizza crust. on our walk today. in case anyone was thinking. about giving up on their dreams
dog_feelings,2019-09-17 23:04:37,the small neighbor human. came over after school. to try to get me to eat their homework. while i don’t condone such behavior. i absolutely complied
dog_feelings,2019-09-13 22:37:00,i hear a noise. i think it’s the garaGE DOOR. IT IS THE GARAGE DOOR. THE HUMAN IS HOME. AND MY FEETS. THEY ARE A TIPPY TAPPIN
dog_feelings,2019-09-10 00:35:02,i may have gotten bigger. but my desire to be held. has remained constant
