NOAA,2019-11-15 15:20:17,A major storm is expected intensify over the weekend along the Southeast/Mid-Atlantic coasts and deliver a number of weather impacts including high winds and coastal flooding. Head to https://t.co/VyWINDk3xP for the latest in your area. https://t.co/iFH2CrzJTL
NOAA,2019-11-15 14:46:23,"We’re back! The ROVs are on their way to the seafloor. Today’s dive will be ~9am-4pm ET on the Miami Terrace off of South Florida. We hope to see cold-water corals and the varied marine animals that live among them. Join us:
https://t.co/ScOhpIvZCy. #Okeanos #ocean #noaa https://t.co/pQoVLVcsNn"
NOAA,2019-11-14 20:24:32,Great day hosting the White House Summit on Partnerships in Ocean Science and Technology! The United States is poised to lead a new bold era of innovation that will shape and expand human knowledge of the ocean. #WHoceansummit @NOAA @NSF @WHCEQ https://t.co/Zf1AHzbU0x
NOAA,2019-11-14 16:36:34,"#DroughtMonitor 11/12:  Dry monsoon season in AZ and NM + no rain in CA + above-normal temps = a solid lock for #Drought2019 to persist in Southwest &amp; West Coast. 

NOAA’s #EDDI tool shows how dry the atmosphere has been in the region since Sept.: https://t.co/UK4oZY6rM3 https://t.co/3oOcEc4JV8"
NOAA,2019-11-14 16:35:20,"#DroughtMonitor 11/12: Rain snow &amp; cold brought relief from #Drought2019 to U.S. Southeast and Texas ... but #drought now has dusty foothold from KS to CA as fall rains a no-show on West Coast. 

Dig into the data at https://t.co/YBE9JQoznR https://t.co/bQ4J5Xl82O"
NOAA,2019-11-14 16:34:25,"#DroughtMonitor 11/12: Mod/worse #drought affecting 26M people in ~14.6% of the contiguous USA vs 29.5M people in ~15.6% of country on 11/5. 

Think #Drought2019 is on the wane? Not so much. Track it at: https://t.co/YBE9JQoznR https://t.co/NjhLS6rIb6"
NOAA,2019-11-14 15:54:33,Joining us today for the #WHOceanSummit are officials from @NOAA @NSF @NASA @BOEM_DOI @ENERGY  @USNavyResearch @eeregov @NOAAFisheries @noaaocean
NOAA,2019-11-14 15:47:12,When winter weather is quiet it is a great time to brush up on your winter weather safety and get prepared for the season! What are the biggest weather hazards this season? Visit our #WinterSafety website to get prepared and become #WeatherReady: https://t.co/TtUCVw1g7J https://t.co/izEcY52hmZ
NOAA,2019-11-13 18:27:21,Spectacular view from one of our @NOAASatellites this morning showing the effect of winds blowing cold air from the U.S. landmass to the Atlantic Ocean. The air picks up moisture while over the open water - eventually producing the numerous bands of clouds you see over the ocean. https://t.co/HwHyDzWd9S
NOAA,2019-11-12 21:34:59,"Freeze and Hard Freeze warnings are widespread across the South for tonight/Wednesday morning.

Take steps now to prevent freezing and possible bursting of outdoor water pipes and to protect tender plants from the cold.

Check https://t.co/VyWINDBEpn for the latest in your area. https://t.co/mHXGoqEMq0"
